,Name,Year,Price,Mileage,Engine,Gearbox,Body,Location
665,"Peugeot Partner Tepee, 1.6 HDi multispace",2008,165 000 Kč,167 000 km,"Nafta, 80 kW",Manuální,kombi,Karlovarský
666,"Land Rover Freelander, 2.2 TD4 112WW 4WD",2009,212 000 Kč,202 000 km,"Nafta, 112 kW",,SUV,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
667,"Citroen C4, 1.4Mpi",2006,34 000 Kč,237 000 km,"Benzín, 65 kW",,hatchback,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
668,"Opel Corsa, 1.2i 59KW S.KNIHA",2009,79 000 Kč,144 500 km,"Benzín, 59 kW",,hatchback,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
669,"Škoda Octavia, 2.0 TDi 103KW",2010,135 000 Kč,262 000 km,"Nafta, 103 kW",Manuální,kombi,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
670,"Škoda Octavia, 1.4 TSi 90KW NAVIGACE",2009,145 000 Kč,147 500 km,"Benzín, 90 kW",Manuální,kombi,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
671,"BMW Řada 3, 316i 77KW",2000,45 000 Kč,254 000 km,"Benzín, 77 kW",,sedan,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
672,"Volkswagen Touran, 1.6 MPI 75kW 7míst",2007,134 000 Kč,179 950 km,"Benzín, 75 kW",,MPV,Pardubický
673,"Ford C-Max, 1.6i 74kW",2009,126 000 Kč,166 200 km,"Benzín, 74 kW",,MPV,Pardubický
674,"Renault Thalia, 1,2 Privileg",2009,64 900 Kč,177 746 km,"Benzín, 55 kW",Manuální,hatchback,Liberecký
675,"Audi A4, 2.0 T FSI Avant",2006,106 000 Kč,222 375 km,"Benzín, 147 kW",Manuální,kombi,Liberecký
676,"Nissan Micra, 1,0i Klima,Temp,PC",2018,258 000 Kč,18 000 km,"Benzín, 52 kW",Manuální,hatchback,Plzeňský
677,"Opel Astra, 1.6 TURBO 200Hp",2016,298 500 Kč,220 399 km,"Benzín, 147 kW",Manuální,kombi,Moravskoslezský
678,"Citroen C3 Picasso, 1.6 HDi 84 Kw",2014,132 000 Kč,248 111 km,"Nafta, 84 kW",Manuální,MPV,Středočeský
679,"Dodge RAM, 1500,5.7HEMI ,SLT,4X4NOVÝ VŮ",2020,899 000 Kč,4 400 km,"Benzín, 295 kW",Automatická,pick up,Královéhradecký
680,"Mercedes-Benz Třída E, E-E 270 CDI Avantgarde",2006,129 000 Kč,301 000 km,"Nafta, 130 kW",Automatická,kombi,Královéhradecký
681,"Škoda Fabia, 1.2 TSI 63kW AMBITION COMBI Č",2014,119 000 Kč,216 148 km,"Benzín, 63 kW",Manuální,kombi,Středočeský
682,"Kia Optima, 1.7 CRDI AUT KAMERY HARMAN NAV",2017,399 000 Kč,171 764 km,"Nafta, 104 kW",Automatická,sedan,Středočeský
683,"Škoda Octavia, 1.2 TSI 77kW DSG ALU TOP STAV",2010,179 000 Kč,146 074 km,"Benzín, 77 kW",Automatická,kombi,Středočeský
684,"Seat Mii, 1.0 MPI KLIMA STYLE TOP STAV",2012,100 000 Kč,157 445 km,"Benzín, 44 kW",Manuální,hatchback,Středočeský
685,"Volkswagen Fox, 1.2 HTP 40kW ČR TOP STAV",2007,40 000 Kč,119 131 km,"Benzín, 40 kW",Manuální,hatchback,Středočeský
686,"BMW Řada 4, 430d 190kW xDrive Gran Coupé",,399 000 Kč,140 752 km,"Nafta, 190 kW",Automatická,liftback,Jihočeský
687,"Škoda Yeti, 2.0 TDi Monte Carlo",2015,285 000 Kč,252 224 km,"Nafta, 103 kW",Manuální,SUV,Středočeský
688,"Toyota Corolla, 1.4i 71kW",2005,57 300 Kč,301 311 km,"Benzín, 71 kW",Manuální,hatchback,Karlovarský
689,"Dodge RAM, POWER RAM 100 CUSTOM",1986,299 000 Kč,58 240 km,"Benzín, 103 kW",Automatická,pick up,Praha
690,"Opel Combo, 1.5 CDTi 1.maj. Nové v CZ",2019,479 900 Kč,52 882 km,"Nafta, 75 kW",Manuální,VAN,Olomoucký
691,"Škoda Fabia, 1.4 MPi LPG",2002,44 900 Kč,301 037 km,"Benzín, 50 kW",,kombi,Olomoucký
692,"Ford Ka, 1.2 51kW",2012,84 000 Kč,158 385 km,"Benzín, 51 kW",Manuální,hatchback,Liberecký
693,"Dacia Sandero, 1.4",2009,69 000 Kč,133 008 km,"Benzín, 55 kW",Manuální,hatchback,Liberecký
694,"Opel Agila, 1.0",2010,69 000 Kč,137 062 km,"Benzín, 48 kW",,hatchback,Liberecký
695,"Škoda Superb, Scout 2.0 TDI 140kW 4x4 DSG, 5",2019,1 089 000 Kč,25 467 km,"Nafta, 140 kW",Automatická,kombi,Praha
696,"Škoda Fabia, 1.0 TSI 81kW Style Plus",2020,409 000 Kč,15 197 km,"Benzín, 81 kW",Manuální,hatchback,Praha
697,"Škoda Roomster, 1,2 TSI 63Kw 89 000 Km",2013,178 900 Kč,89 574 km,"Benzín, 63 kW",Manuální,MPV,Jihočeský
698,"Škoda Fabia, 1,0 MPI 44 Kw",2016,198 000 Kč,80 073 km,"Benzín, 44 kW",Manuální,hatchback,Jihočeský
699,"Citroen Berlingo, 1,6 Hdi 73 KW Multispace",2016,214 800 Kč,194 138 km,"Nafta, 73 kW",Manuální,MPV,Jihočeský
700,"Volkswagen Sharan, 2,0 TDI 103 Kw DSG Comfortline",2011,279 800 Kč,208 185 km,"Nafta, 103 kW",Automatická,MPV,Jihočeský
701,"Honda Jazz, 1.2i  66 kw Trend Servisní kn",2013,146 900 Kč,158 202 km,"Benzín, 66 kW",Manuální,hatchback,Jihočeský
702,"Subaru Outback, 2.0D 110kW,4x4,po servisu",2009,94 900 Kč,224 621 km,"Nafta, 110 kW",Manuální,kombi,Plzeňský
703,"Škoda Fabia, 1.4TDi 66kW 1.maj.,ČR,DPH",2018,222 900 Kč,125 000 km,"Nafta, 66 kW",Manuální,kombi,Plzeňský
704,"Kia Ostatní, 1.6CRDi 100kW 1.maj,DPH,po ser",2018,334 000 Kč,114 413 km,"Nafta, 100 kW",Manuální,kombi,Plzeňský
705,"Peugeot 308, SW 1.6HDi S&S ALLURE+ ČR",2017,319 900 Kč,137 191 km,"Nafta, 88 kW",Manuální,kombi,Vysočina
706,"Škoda Octavia, 4x4 1,6 77 KW FACELIFT",2010,219 800 Kč,133 583 km,"Nafta, 77 kW",Manuální,kombi,Liberecký
707,"Škoda Yeti, ADVENTURE 2.0 TDI 103 kW 4x4 D",2013,319 800 Kč,144 347 km,"Nafta, 103 kW",Automatická,MPV,Liberecký
708,"Škoda Superb, 2,0 TDI 125 KW Combi",2010,219 800 Kč,247 651 km,"Nafta, 125 kW",Manuální,kombi,Liberecký
709,"Škoda Fabia, 1,2 TSI 63 KW Combi",2011,124 800 Kč,146 522 km,"Benzín, 63 kW",Manuální,kombi,Liberecký
710,"Škoda Octavia, 1.9 TDI 74 KW Tour Combi",2007,88 800 Kč,255 534 km,"Nafta, 74 kW",Manuální,kombi,Liberecký
711,"Volkswagen Golf Plus, TSI 1,4 90 KW",2010,193 800 Kč,110 053 km,"Benzín, 90 kW",Manuální,MPV,Liberecký
712,"Volkswagen Golf Plus, 1,6 DSG 85 KW",2005,123 800 Kč,165 994 km,"Benzín, 85 kW",Automatická,MPV,Liberecký
713,"Volkswagen Touran, FACELIFT 1,9 TDI 77 KW",2007,153 800 Kč,198 771 km,"Nafta, 77 kW",Manuální,MPV,Liberecký
714,"Škoda Roomster, 1,4 63 KW",2008,109 800 Kč,181 525 km,"Benzín, 63 kW",Manuální,MPV,Liberecký
715,"BMW Řada 3, 325d Cabrio",2008,337 800 Kč,173 680 km,"Nafta, 145 kW",Automatická,kabriolet,Liberecký
716,"Land Rover Ostatní, 4x4 2,0 110 KW",2017,629 000 Kč,136 200 km,"Nafta, 110 kW",Automatická,SUV,Liberecký
717,"BMW i3, 75 KW + REX",2017,689 800 Kč,10 647 km,75 kW,Automatická,hatchback,Liberecký
718,"Volkswagen Touran, 1,6 75KW  7 míst",2007,174 800 Kč,121 404 km,"Benzín, 75 kW",Manuální,MPV,Liberecký
719,"Ford Ostatní, Custom F150",1981,420 000 Kč,81 130 km,"Benzín, 95 kW",Manuální,pick up,Jihomoravský
720,"Toyota Auris, 1.8 HYBRID KOMBI",2017,420 000 Kč,85 000 km,"Hybrid, 73 kW",Automatická,kombi,Ústecký
721,"Opel Meriva, 1.7CDTi 74kW",2010,85 000 Kč,143 000 km,"Nafta, 74 kW",Manuální,hatchback,Ústecký
722,"Citroen C5, 2.0 HDi/DigiKlima/Tempomat",2010,95 000 Kč,318 355 km,"Nafta, 120 kW",Manuální,kombi,Zlínský
723,"Dacia Logan, MCV 0,9 TCe 66 kw",2014,134 900 Kč,80 891 km,"Benzín, 66 kW",Manuální,kombi,Středočeský
724,"Audi A4, 3.0i 162KW SEDAN  MANUÁL",2003,79 000 Kč,159 046 km,"Benzín, 162 kW",Manuální,sedan,Pardubický
725,"Peugeot Partner Tepee, 1.6 HDI NAVI",2012,169 900 Kč,162 065 km,"Nafta, 68 kW",Manuální,MPV,Jihočeský
726,"Škoda Fabia, II 1.2 TSi AMBIENTE",2012,144 900 Kč,173 683 km,"Benzín, 63 kW",Manuální,hatchback,Moravskoslezský
727,"Škoda Fabia, II 1.4 TDi",2008,76 900 Kč,240 611 km,"Nafta, 51 kW",Manuální,hatchback,Moravskoslezský
728,"Volkswagen Touran, 1.4 TSi Cross",2007,149 900 Kč,137 318 km,"Benzín, 103 kW",Manuální,MPV,Moravskoslezský
729,"Škoda Octavia, II KOMBI 1.9 TDi",2008,138 900 Kč,233 938 km,"Nafta, 77 kW",Manuální,kombi,Moravskoslezský
730,"Volkswagen Golf Plus, V 1.6 FSi",2005,114 900 Kč,175 042 km,"Benzín, 85 kW",Manuální,hatchback,Moravskoslezský
731,"Mitsubishi ASX, 1.8 D ID 4x4 ČR 6ti rychlostn",2011,288 900 Kč,94 568 km,"Nafta, 110 kW",Manuální,SUV,Moravskoslezský
732,"Opel Zafira, 1,8i AUTOMAT  7 MÍST",1999,54 900 Kč,187 001 km,"Benzín, 92 kW",Manuální,kombi,Praha
733,"Mitsubishi Colt, 1,1i ČR  NAJ.97000 km",2007,49 900 Kč,97 001 km,"Benzín, 55 kW",Manuální,hatchback,Praha
734,"Citroen C3, 1.6 e HDI EXLUSIVE",2012,144 999 Kč,150 500 km,"Nafta, 68 kW",Manuální,hatchback,Královéhradecký
735,"Kia Ostatní, 1.6 CRDi GT line 100KW automat",2017,299 000 Kč,160 535 km,"Nafta, 100 kW",Automatická,kombi,Ústecký
736,"Škoda Fabia, 1.6 TDi, SERVISKA",2011,123 000 Kč,208 700 km,"Nafta, 77 kW",Manuální,kombi,Zlínský
737,"Mitsubishi ASX, 2,3 DI-D 4WD Automat",2013,283 000 Kč,133 000 km,"Nafta, 110 kW",Automatická,hatchback,Královéhradecký
738,"Ford Mondeo, 1.6 Core LPG",2007,119 000 Kč,212 200 km,"Benzín, 81 kW",Manuální,liftback,Královéhradecký
739,"Škoda Felicia, 1.3 LXi",2000,19 000 Kč,260 200 km,"Benzín, 50 kW",,kombi,Královéhradecký
740,"BMW Řada 3, 320i 110KW R6  Hardtop",1994,129 000 Kč,203 024 km,"Benzín, 110 kW",,kabriolet,Vysočina
741,"Volkswagen Tiguan, 2.0 TDI Track & Field 4x4,",2007,185 000 Kč,225 350 km,"Nafta, 103 kW",Manuální,SUV,Vysočina
742,"Ford Ostatní, 1.6TDCi 85kW L2H1",2015,289 000 Kč,140 299 km,"Nafta, 85 kW",Manuální,MPV,Karlovarský
743,"Škoda Roomster, 1.2 TSI 77kW Elegance",2012,129 000 Kč,300 000 km,"Benzín, 77 kW",Manuální,kombi,Praha
744,"Audi Q7, 3.0 TDI e-tron Qauttro Tiptron",2016,1 299 000 Kč,104 998 km,"Hybrid, 190 kW",Automatická,SUV,Jihomoravský
745,"Suzuki Swift, 1.3 PRODÁNO",,0 Kč,151 941 km,"Benzín, 67 kW",,hatchback,Královéhradecký
746,"Audi A7, 3.0TDI 180kW Quattro S Tronic",2010,449 990 Kč,230 211 km,"Nafta, 180 kW",Automatická,hatchback,Karlovarský
747,"Ford Fiesta, ST150 2.0i 110kW Facelift",2008,134 990 Kč,166 740 km,"Benzín, 110 kW",Manuální,hatchback,Karlovarský
748,"Seat Alhambra, 2.0TDI 7míst Digi Klima 2009",2008,140 000 Kč,188 916 km,"Nafta, 103 kW",Manuální,hatchback,Karlovarský
749,"Mercedes-Benz Třída S, S320CDi 145kW.W220 Top stav.",2002,115 000 Kč,330 000 km,"Nafta, 145 kW",Automatická,limuzína,Středočeský
750,"Opel Meriva, 1.6i,64kW,serv.kn,klima,STK do",2004,64 900 Kč,122 000 km,"Benzín, 64 kW",,MPV,Středočeský
751,"Kia Rio, 1.4i,71kW,NovéČR,el.okna,ser",2008,48 900 Kč,129 000 km,"Benzín, 71 kW",Manuální,hatchback,Středočeský
752,"Fiat 500, 1.4 16V Lounge Sound",2009,159 000 Kč,157 700 km,"Benzín, 74 kW",Manuální,kabriolet,Liberecký
753,"Audi A6, Avant 3.0TDI quattro  200kW",2017,478 000 Kč,176 113 km,"Nafta, 200 kW",Automatická,kombi,Liberecký
754,"Renault Megane, 1.5 DCi",2005,35 000 Kč,239 110 km,"Nafta, 60 kW",Manuální,kombi,Liberecký
755,"BMW Řada 6, 650i 4.4i XDrive, B&O, Ind",2016,759 000 Kč,175 550 km,"Benzín, 330 kW",Automatická,kupé,Liberecký
756,"Chevrolet Spark, 0.8",2005,35 000 Kč,107 000 km,"Benzín, 38 kW",Manuální,hatchback,Liberecký
757,"Škoda Superb, 1.8 TSi 4x4 Elegance",2012,195 000 Kč,217 832 km,"Benzín, 118 kW",Manuální,liftback,Liberecký
758,"Smart ForTwo, 08 CDI",2002,58 000 Kč,104 950 km,"Nafta, 30 kW",,kupé,Moravskoslezský
759,"Mercedes-Benz Třída E, E 2.2 CDi AVANTGARDE/NAVI",2010,285 000 Kč,181 900 km,"Nafta, 100 kW",Automatická,kombi,Plzeňský
760,"Maserati Quattroporte, S Q4 3.0 V6 TOV. ZÁRUKA/ČR/",2014,749 000 Kč,183 400 km,"Benzín, 302 kW",Automatická,limuzína,Plzeňský
761,"Volkswagen Touran, 1.6 TDi COMFORTLINE",2010,159 000 Kč,298 300 km,"Nafta, 77 kW",Manuální,MPV,Plzeňský
762,"Volkswagen Scirocco, 2.0 TDi 103kW SPORT",2010,199 000 Kč,99 800 km,"Nafta, 103 kW",Manuální,hatchback,Plzeňský
763,"Audi A4, 1.9 TDi",2005,89 000 Kč,284 000 km,"Nafta, 85 kW",Manuální,kombi,Jihomoravský
764,"Škoda Octavia, III 2.0 TDi-Rezervace",2015,267 000 Kč,211 826 km,"Nafta, 110 kW",Automatická,kombi,Jihomoravský
765,"Fiat Panda, 1.2i 44 kW, Aut. Klima",2004,49 900 Kč,174 599 km,"Benzín, 44 kW",Manuální,hatchback,Jihočeský
766,"Suzuki Ignis, G3X 1.3i 16V 4WD, 66 kW, Klima",2004,79 999 Kč,118 823 km,"Benzín, 66 kW",Manuální,kombi,Jihočeský
767,"Škoda Fabia, 1.9tdi  nová STK",2008,89 900 Kč,210 000 km,"Nafta, 77 kW",,hatchback,Středočeský
768,"Škoda Yeti, 1.8TSI 118 kW 4x4 1.MAJ.ČR",2013,249 900 Kč,91 000 km,"Benzín, 118 kW",Manuální,SUV,Moravskoslezský
769,"Land Rover Ostatní, 2.0Td4 BUSINESS PREMIUM",2018,699 900 Kč,138 000 km,"Nafta, 110 kW",Automatická,SUV,Moravskoslezský
770,"Volkswagen Passat, 1.4TSI DSG GTE HIGHLINE",2017,599 900 Kč,130 000 km,"Hybrid, 115 kW",Automatická,kombi,Moravskoslezský
771,"Mercedes-Benz Ostatní, 220d 4M/AMG/EXCLUSIVE/ZÁRUK/C",2021,1 449 000 Kč,11 500 km,"Nafta, 143 kW",Automatická,SUV,Praha
772,"Mercedes-Benz Třída E, E220d 4M/AMG/ZÁRUK/ISP/DPH/CZ",2020,1 199 000 Kč,42 500 km,"Nafta, 143 kW",Automatická,sedan,Praha
773,"Citroen C5, Tourer 2,0HDi 16V 165PS Exclus",2012,215 000 Kč,122 100 km,"Nafta, 120 kW",Manuální,kombi,Praha
774,"Audi A6, 2.0TDI ACC-NAVI-XEN-KUŽE",2009,199 990 Kč,231 810 km,"Nafta, 125 kW",Manuální,kombi,Praha
775,"Volkswagen Tiguan, 2.0TDI  XENON NAVI  VÝHŘEV",2012,369 990 Kč,139 820 km,"Nafta, 103 kW",Manuální,SUV,Praha
776,"BMW Řada 5, 530 D 173 kW M PACKET",2009,149 000 Kč,324 000 km,"Nafta, 173 kW",Automatická,kombi,Olomoucký
777,"Volkswagen Ostatní, 1.4 TSI 110kW Highline ZÁRUKA",2017,398 000 Kč,138 502 km,"Benzín, 110 kW",Manuální,hatchback,Jihočeský
778,"Citroen Ostatní, 1.6 HDI 82 kW EXCLUSIVE",2012,164 000 Kč,192 259 km,"Nafta, 82 kW",Automatická,MPV,Jihočeský
779,"Volkswagen Tiguan, 2.0 TDI 103 kW Sport & Sty",2015,438 000 Kč,115 525 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
780,"Škoda Yeti, 2.0 TDI 81KW ZÁRUKA AŽ 4 ROK",2012,258 000 Kč,122 380 km,"Nafta, 81 kW",Manuální,SUV,Jihočeský
781,"Volkswagen Tiguan, 2.0 TDI 103 KW 4X4 Bi-XEN ZÁR",2012,378 000 Kč,136 895 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
782,"Volkswagen Tiguan, 2.0 TDI 103 kW SPORT Bi-XEN Z�",2014,408 000 Kč,108 170 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
783,"Volkswagen Touran, 1.6 TDI 7 Míst HIGHLINE NAVI",2016,428 000 Kč,154 384 km,"Nafta, 81 kW",Manuální,MPV,Jihočeský
784,"Volkswagen Touran, 1.6 TDI 85 kW DSG HIGHLINE PAN",2016,398 000 Kč,155 229 km,"Nafta, 85 kW",Automatická,MPV,Jihočeský
785,"Volkswagen Touran, 2.0 TDI 103 KW TEMPOMAT Záruk",2013,318 000 Kč,137 747 km,"Nafta, 103 kW",Manuální,MPV,Jihočeský
786,"Audi A4, 2.0 TDI 105 kW Bi-XEN Záruka",2011,268 000 Kč,169 762 km,"Nafta, 105 kW",Manuální,kombi,Jihočeský
787,"Volkswagen Golf Plus, 1.6 TDI 77 kW LIFE Tažné Zá",2013,218 000 Kč,155 042 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
788,"Volkswagen Golf Plus, 1.6 TDI 77 kW STYLE Záruka a�",2011,194 000 Kč,126 287 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
789,"Audi A4, 2.0 TDI 105 KW S-LINE ZÁRUKA",2011,298 000 Kč,157 641 km,"Nafta, 105 kW",Manuální,kombi,Jihočeský
790,"Škoda Yeti, 2.0 TDI 81 kW ALU Záruka až",2012,268 000 Kč,90 880 km,"Nafta, 81 kW",Manuální,SUV,Jihočeský
791,"Volkswagen Golf Plus, 1.6 TDI 77 kW MATCH Záruka a�",2012,208 000 Kč,122 037 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
792,"Škoda Octavia, 2.0 TDI 110 KW TEMPOMAT VÝHŘ",2018,368 000 Kč,161 276 km,"Nafta, 110 kW",Manuální,kombi,Jihočeský
793,"Volkswagen Tiguan, 2.0 TDi 103 KW ,,CUP,, Záruka",2014,398 000 Kč,101 898 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
794,"Volkswagen Tiguan, 2.0TDI 103kw CUP ŠÍBR PARKKA",2015,458 000 Kč,58 704 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
795,"Volkswagen Touran, 2.0 TDi 7/MÍST ZÁRUKA",2015,348 000 Kč,121 898 km,"Nafta, 103 kW",Manuální,MPV,Jihočeský
796,"Volkswagen Tiguan, 2.0TDI 103kW LIFE NAVI Záruka",2013,408 000 Kč,82 762 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
797,"Ford Transit Custom, 2.2TDCI 9 MÍST DPH",2016,384 000 Kč,219 000 km,"Nafta, 74 kW",Manuální,kombi,Středočeský
798,"Renault Scenic, 1.5 DCI  AUTOMAT 7 MÍST",2013,178 000 Kč,192 000 km,"Nafta, 81 kW",Automatická,kombi,Středočeský
799,"Opel Mokka, 1.4 LPG nové rozvody",2015,248 000 Kč,180 535 km,"Benzín, 103 kW",Manuální,SUV,Jihomoravský
800,"Opel Mokka, 1.4 LPG nové rozvody",2015,248 000 Kč,180 535 km,"Benzín, 103 kW",Manuální,SUV,Jihomoravský
801,"Hyundai ix35, 2.0 LPG 4x4",2010,209 000 Kč,222 500 km,"Benzín, 120 kW",Manuální,SUV,Jihomoravský
802,"Citroen C3, 1.4 LPG Ecoenergy",2011,99 000 Kč,184 281 km,"Benzín, 54 kW",Manuální,hatchback,Jihomoravský
803,"BMW Řada 5, 530D Automat",2003,89 900 Kč,342 380 km,"Nafta, 160 kW",Automatická,sedan,Jihomoravský
804,"Citroen C3, 1.4 LPG Ecoenergy",2011,99 000 Kč,184 281 km,"Benzín, 54 kW",Manuální,hatchback,Jihomoravský
805,"Mercedes-Benz Ostatní, ML 320",2007,219 999 Kč,219 500 km,"Nafta, 165 kW",Automatická,terénní,Ústecký
806,"Honda Jazz, 1,2i -VTEC  CZ",2009,69 000 Kč,254 000 km,"Benzín, 66 kW",Manuální,hatchback,Středočeský
807,"Audi A4, 2.0 TDi 105 Kw",2009,174 000 Kč,328 600 km,"Nafta, 105 kW",Manuální,kombi,Pardubický
808,"Volkswagen Caddy, 1.6 TDi",2010,189 000 Kč,175 000 km,"Nafta, 75 kW",,MPV,Ústecký
809,"Škoda Octavia, II 1.6 TDi",2013,159 000 Kč,187 000 km,"Nafta, 77 kW",,kombi,Ústecký
810,"Renault Clio, 1,2i LPG 49tkm, KLIMA, STK",2015,199 000 Kč,49 447 km,"Benzín, 54 kW",Manuální,hatchback,Moravskoslezský
811,"Peugeot 3008, 2.0 HDi 110kW, 1.majitel, Serv",2009,169 999 Kč,183 200 km,"Nafta, 110 kW",Manuální,MPV,Jihočeský
812,"Seat Leon, 1.4 TSi 90kW, 2.majitel, Servi",2014,218 999 Kč,153 000 km,"Benzín, 90 kW",Manuální,hatchback,Jihočeský
813,"Peugeot 307, 2,0HDI 66kW 1 Majitel",2004,69 900 Kč,173 867 km,"Nafta, 66 kW",Manuální,kombi,Vysočina
814,"Mercedes-Benz Třída E, E 220 CDi COMBI,ALU,KLIMA,ZÁV",2002,79 900 Kč,210 900 km,"Nafta, 105 kW",Automatická,kombi,Plzeňský
815,"Škoda Octavia, 1.5 TSi, 7500 KM, navi SUPER",2020,489 990 Kč,7 502 km,"Benzín, 110 kW",Manuální,kombi,Praha
816,"Jeep Grand Cherokee, 3.0CRDi LIMITED XENON NAVI",2010,289 000 Kč,286 000 km,"Nafta, 160 kW",Automatická,SUV,Moravskoslezský
817,"Jeep Cherokee, 2.8CRDI 110KW  GARANCE KM",2003,118 000 Kč,234 000 km,"Nafta, 110 kW",Automatická,SUV,Moravskoslezský
818,"Toyota Avensis, 2.0 D4D Navigace",2011,189 999 Kč,162 000 km,"Nafta, 93 kW",Manuální,kombi,Vysočina
819,"Hyundai Tucson, 1.6 GDi Navi,TOP STAV",2016,459 000 Kč,104 000 km,"Benzín, 97 kW",Manuální,SUV,Vysočina
820,"MINI Countryman, Cooper SD ALL4 Odpočet DPH",2014,319 900 Kč,146 200 km,"Nafta, 105 kW",Manuální,hatchback,Vysočina
821,"Citroen C4, 1.6 80 kW CZ  LPG Serviska",2008,49 000 Kč,165 514 km,"Benzín, 80 kW",Manuální,sedan,Královéhradecký
822,"Opel Meriva, 1.6 74 kW AUTOMAT Serviska",2005,69 900 Kč,183 654 km,"Benzín, 74 kW",Automatická,kombi,Královéhradecký
823,"Nissan X-Trail, 2.0 DCI 110 kW 4x4 Serviska",2007,179 900 Kč,193 997 km,"Nafta, 110 kW",Manuální,SUV,Královéhradecký
824,"Mercedes-Benz Ostatní, 2.4D",1982,329 990 Kč,74 500 km,"Nafta, 53 kW",,terénní,Jihočeský
825,"Ostatní Ostatní, HDi 82kW+PO SERVISE",2012,138 000 Kč,237 247 km,"Nafta, 82 kW",Manuální,hatchback,Jihomoravský
826,"Hyundai Tucson, 2.0CRDi 103kW 4X4",2006,96 000 Kč,181 492 km,"Nafta, 103 kW",Manuální,SUV,Jihomoravský
827,"Fiat Stilo, 1.9JTD 88kW",2007,24 000 Kč,286 784 km,"Nafta, 88 kW",Manuální,kombi,Jihomoravský
828,"Ostatní Ostatní, 1.6i 156k",2010,154 000 Kč,123 339 km,"Benzín, 115 kW",Manuální,hatchback,Jihomoravský
829,"Renault Clio, 1.5dCi 63kW+KLIMA",2006,58 000 Kč,150 692 km,"Nafta, 63 kW",Manuální,hatchback,Jihomoravský
830,"Mercedes-Benz Třída C, C 200 2.2CDi 100kW",2008,145 000 Kč,224 514 km,"Nafta, 100 kW",Manuální,kombi,Jihomoravský
831,"Mercedes-Benz Třída A, 170i Avantgarde S.kniha,Naviga",2008,109 990 Kč,141 096 km,"Benzín, 85 kW",Manuální,hatchback,Plzeňský
832,"Škoda Octavia, 1.4TSi Klima, Výhřev sedadel",2009,114 950 Kč,211 200 km,"Benzín, 90 kW",Manuální,kombi,Plzeňský
833,"Škoda Fabia, 1.2TSi Monte Carlo Nové rozvo",2013,149 950 Kč,189 931 km,"Benzín, 63 kW",Manuální,hatchback,Plzeňský
834,"Volkswagen Ostatní, 1.2 TSi 81 kw  Trendline",2015,298 500 Kč,123 410 km,"Benzín, 81 kW",Manuální,MPV,Moravskoslezský
835,"Mercedes-Benz Třída E, E 350 d 190kw 4MATIC Avantgard",2018,1 598 500 Kč,65 025 km,"Nafta, 190 kW",Automatická,kupé,Moravskoslezský
836,"Volkswagen Jetta, 1.6i Plná serviska,TOP stav",2007,109 000 Kč,150 162 km,"Benzín, 75 kW",Manuální,sedan,Plzeňský
837,"Škoda Octavia, 1.4 TSi 90kW, AMBIENTE",2009,144 900 Kč,167 418 km,"Benzín, 90 kW",Manuální,kombi,Ústecký
838,"Volkswagen Caravelle, 2.5 TDi 75KW, 2. MAJITEL",1998,149 900 Kč,263 118 km,"Nafta, 75 kW",Manuální,MPV,Ústecký
839,"Škoda Fabia, 1.4 TDi, VELICE ZACHOVALÁ",2009,89 900 Kč,184 549 km,"Nafta, 51 kW",Manuální,kombi,Ústecký
840,"Volkswagen Golf, 2.0TDi 110kW,DPH,Navi,Alu",2017,319 999 Kč,209 629 km,"Nafta, 110 kW",Manuální,kombi,Jihočeský
841,"Škoda Octavia, II FC 1,2 TSI  77kW 1.MAJITEL,",2011,149 900 Kč,102 449 km,"Benzín, 77 kW",Manuální,sedan,Karlovarský
842,"Škoda Fabia, 1.2 HTP Classic",2003,48 000 Kč,115 320 km,"Benzín, 40 kW",Manuální,hatchback,Ústecký
843,"Renault Megane, 1.4 16V KLIMA",2002,26 000 Kč,217 651 km,"Benzín, 70 kW",,hatchback,Ústecký
844,"Toyota Avensis, Com 2.2 D-Cat PĚKNÝ STAV",2006,84 900 Kč,147 764 km,"Nafta, 130 kW",Manuální,kombi,Ústecký
845,"Volkswagen Fox, 1.2 serviska",2007,39 900 Kč,134 935 km,"Benzín, 40 kW",Manuální,hatchback,Ústecký
846,"Škoda Fabia, 1.2 HTP",,99 000 Kč,154 900 km,"Benzín, 44 kW",Manuální,hatchback,Jihomoravský
